carId,score,timestamp
1,2.3,2024-05-13 18:05:00.276983
2,2.3,2024-05-13 18:05:14.015172
2,2.3,2024-05-13 18:05:27.704358
2,4.3,2024-05-14 14:00:55.255302
1,2.3, 2024-05-13 17:05:29.063866
3,3.4,2024-05-15 12:40:08.385322
4,3.6,2024-05-15 12:40:17.205510
8,7.6,2024-05-15 12:40:31.915035
6,7.6,2024-05-15 12:40:36.557235
1,4.6,2024-05-15 12:40:46.753688
1,1.6,2024-05-15 12:43:05.514859
1,0.6,2024-05-15 12:46:06.079777
1,0.9,2024-05-15 12:46:18.937613
1,2.9,2024-05-15 12:46:26.174044
1,1.6,2024-05-15 12:46:45.144235
8,0.1327185889735849,2024-05-15 13:41:30.014613
4,0.1124154108559027,2024-05-15 13:41:33.279936
3,0.5950086033475871,2024-05-15 13:41:47.401233
1,0.1865337534029754,2024-05-15 13:41:50.349585
9,0.1321501133064329,2024-05-15 13:41:59.633124
7,0.5035325552687453,2024-05-15 13:42:03.684307
9,0.1531758389683196,2024-05-15 13:42:11.468116
2,1.610615410279529,2024-05-15 13:42:14.514207
5,1.132643767507449,2024-05-15 13:42:17.625577
5,1.8948328272625643,2024-05-15 13:42:20.683504
9,1.5955088863724498,2024-05-15 13:42:23.426068
10,0.7540112768900181,2024-05-15 13:42:26.415062
8,1.1004189342082578,2024-05-15 13:42:28.820807
6,0.0804289032209715,2024-05-15 13:42:31.585470
8,0.5844923483820824,2024-05-15 13:42:34.258110
9,0.3708372414293526,2024-05-15 13:43:00.480780
8,1.2952876097967851,2024-05-15 13:43:03.499856
6,1.9520691505059309,2024-05-15 13:43:06.588222
7,0.0504625305559836,2024-05-15 13:43:09.599692
3,2.095551536577512,2024-05-15 13:43:12.674088
7,0.0444692960556158,2024-05-15 13:43:15.156077
1,0.757581891398762,2024-05-15 13:43:18.101639
3,1.0923169242889257,2024-05-15 13:43:20.698807
4,1.0493172859238975,2024-05-15 13:43:23.195783
5,2.3656103033297744,2024-05-15 13:43:26.855957
8,1.1102452384674537,2024-05-15 13:43:31.812008
1,0.467201438531265,2024-05-15 13:43:34.686915
7,1.6001035733744788,2024-05-15 13:45:49.215448
3,1.7882324541100063,2024-05-15 13:45:50.908127
3,0.3647856634171542,2024-05-15 13:45:52.432343
2,0.9535608478625202,2024-05-15 13:45:53.819365
6,1.2972397373411282,2024-05-15 13:45:55.413079
9,0.4482521043413684,2024-05-15 13:45:56.839433
7,0.7364499944592412,2024-05-15 13:46:05.507575
10,0.6206353353634042,2024-05-15 13:46:07.134962
3,2.4459813644125634,2024-05-15 13:46:08.463502
7,1.2559956423012542,2024-05-15 13:46:09.730980
6,0.967385447123979,2024-05-15 13:46:10.907174
3,1.6530257680825962,2024-05-15 13:46:12.149225
2,1.2756357734784762,2024-05-15 13:46:13.518251
2,1.6866536018347005,2024-05-15 13:46:15.150300
10,1.7990467662594885,2024-05-15 13:46:16.729176
8,0.3311987171827873,2024-05-15 13:46:21.218624
7,2.4204855925875086,2024-05-15 13:46:22.457328
9,0.2956678057214956,2024-05-15 13:46:23.779863
5,1.357915684438613,2024-05-15 13:46:25.095898
4,0.910591626724742,2024-05-15 13:46:26.179894
3,1.7954828346351643,2024-05-15 13:46:27.248321
8,0.9744120741114036,2024-05-15 13:46:28.299963
10,1.1943146279077157,2024-05-15 13:46:29.855263
9,2.0437673107346708,2024-05-15 13:46:30.825064
4,0.3025463193309946,2024-05-15 13:46:32.012943
2,0.8831403511359404,2024-05-15 13:46:33.115796
5,1.819736368514271,2024-05-15 13:46:34.751627
4,0.171637985606099,2024-05-15 13:46:35.913719
1,1.9360755971670407,2024-05-15 13:46:36.857424
8,1.0841050166732302,2024-05-15 13:46:38.193218
3,1.2945935066278773,2024-05-15 13:46:39.557223
9,1.8732792368687503,2024-05-15 13:46:40.670491
7,0.9080724256474798,2024-05-15 13:46:44.025180
10,1.434309355813464,2024-05-15 13:46:49.178234
11,0.4681499750207534,2024-05-15 14:29:14.536625
9,1.169936644721628,2024-05-15 14:29:17.484049
3,1.229841529487092,2024-05-15 14:29:20.519710
9,0.270630277928668,2024-05-15 14:29:27.967025
10,0.0291936558971052,2024-05-15 14:29:32.958107
11,0.7648002444055332,2024-05-15 14:29:37.961384
7,0.9366321209379876,2024-05-15 14:29:43.066273
2,1.626717136029684,2024-05-15 14:29:47.971120
1,1.7625844235963062,2024-05-15 14:29:52.982392
5,0.932146078856686,2024-05-15 14:29:57.990778
2,0.5318084300033971,2024-05-15 14:30:02.996133
1,0.8359655254252609,2024-05-15 14:30:08.008296
9,0.023446835859821,2024-05-15 14:30:13.001728
4,0.9342459206738928,2024-05-15 14:30:17.998568
1,2.536886546779269,2024-05-15 14:30:22.999687
4,0.1311750246478145,2024-05-15 14:30:27.999863
1,0.8740192965776235,2024-05-15 14:30:33.022635
10,2.495642205245882,2024-05-15 14:30:37.963086
8,1.1007651922845687,2024-05-15 14:30:42.989180
6,1.828331475638354,2024-05-15 14:30:48.062154
5,1.2934457038367162,2024-05-15 14:30:53.020176
6,2.113450966092801,2024-05-15 14:30:57.986850
1,0.2308732359952371,2024-05-15 14:31:03.140357
5,2.3419238792938324,2024-05-15 14:31:07.995236
5,1.748227320267417,2024-05-15 14:31:13.000160
11,1.2657265293513564,2024-05-15 14:31:17.955751
4,0.7435254485555794,2024-05-15 14:31:22.964538
1,0.4305623602556108,2024-05-15 14:31:27.999399
3,1.8871790880511945,2024-05-15 14:31:33.026322
5,1.4770332542948534,2024-05-15 14:31:38.034962
7,1.5733164734414065,2024-05-15 14:31:43.036373
2,1.833779651650995,2024-05-15 14:31:48.068175
5,0.505829482201458,2024-05-15 14:31:53.049931
3,1.5664580700634545,2024-05-15 14:31:58.013664
5,1.732739539221566,2024-05-15 14:32:03.024357
7,1.3437540641253745,2024-05-15 14:32:08.045845
7,2.029867462837978,2024-05-15 14:32:13.043766
2,0.1915185206260599,2024-05-15 14:32:18.027393
11,2.573385128337833,2024-05-15 14:32:23.028339
8,1.6496983615168677,2024-05-15 14:32:28.019647
10,1.8632022173364384,2024-05-15 14:32:33.019422
11,0.7468770675432003,2024-05-15 14:32:38.022876
6,1.596985568052889,2024-05-15 14:32:43.062310
3,0.6291985592371896,2024-05-15 14:32:48.004656
6,0.124509134671453,2024-05-15 14:32:52.994408
3,0.2405420178505741,2024-05-15 14:32:58.019973
1,0.3692313551714491,2024-05-15 14:33:03.028063
3,1.1586085091562055,2024-05-15 14:33:08.061135
10,2.457728662717189,2024-05-15 14:33:13.373968
11,1.7933201904114466,2024-05-15 14:33:18.583352
3,0.6742218206336458,2024-05-15 14:33:23.130719
2,1.8122716097823024,2024-05-15 14:33:28.561965
9,1.361933277860724,2024-05-15 14:33:33.705177
10,0.0989886388368869,2024-05-15 14:33:39.747357
4,2.1355384841842864,2024-05-15 14:33:44.903445
1,0.2676825495536671,2024-05-15 14:33:48.116308
3,2.395574746287753,2024-05-15 14:33:53.038194
4,0.2318642523022655,2024-05-15 14:33:58.031643
11,2.3078580706333645,2024-05-15 14:34:03.024254
4,0.3478803493667159,2024-05-15 14:34:08.033461
11,1.8323696568708376,2024-05-15 14:34:13.003993
3,2.567692283174447,2024-05-15 14:34:18.240507
6,1.7672926894997436,2024-05-15 14:34:23.028896
7,1.6604484279970615,2024-05-15 14:34:28.058703
1,0.8688878087692544,2024-05-15 14:34:33.063983
3,1.8292546744544305,2024-05-15 14:34:38.067117
4,0.0140283079881886,2024-05-15 14:34:43.069961
10,1.5634552943318247,2024-05-15 14:34:48.076202
11,0.5973428554733352,2024-05-15 14:34:53.092471
8,2.365632003044834,2024-05-15 14:34:58.045451
8,1.450128380388385,2024-05-15 14:35:03.019039
2,1.719376348819185,2024-05-15 14:35:08.068482
11,1.3888288111432874,2024-05-15 14:35:13.035425
9,0.1309070246238004,2024-05-15 14:35:18.026894
5,0.4787025131518884,2024-05-15 14:35:23.037354
3,2.0830650793447893,2024-05-15 14:35:28.016158
9,0.2988893354448174,2024-05-15 14:35:33.071058
7,0.5988819378186906,2024-05-15 14:35:38.046797
10,1.349413333660914,2024-05-15 14:35:43.050651
3,2.2569631385296813,2024-05-15 14:35:48.042057
3,2.534522891200241,2024-05-15 14:35:53.044505
2,1.2473339616186896,2024-05-15 14:35:58.054346
1,1.3041315188322826,2024-05-15 14:36:03.032003
3,1.1118366221401512,2024-05-15 14:36:08.046363
6,0.9773070031480926,2024-05-15 14:36:13.045918
11,1.0544428093856486,2024-05-15 14:36:18.050724
3,1.0848657930818506,2024-05-15 14:36:23.085769
